BHID,DM,XCOLLAR,YCOLLAR,ZCOLLAR,YEAR,ZCONVERS,DEPTH,DATUMZON,SURVMETH,PROSPECT,SELMOD,STARTDATE,ENDDATE,COMMENTS,BHIDNICK,CHKLITHO,CHKASSAY,CHKSURVE
BAU-MIL5-FD1217,803503_1971,189561.94,9642550.55,123.01,2005,NONE,14.25,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1217,BAU-MIL5-FD1217,BAU-MIL5-FD1217,BAU-MIL5-FD1217
BAU-MIL5-FD1218,803503_1971,189764.98,9642551.68,120.76,2005,NONE,16.1,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1218,BAU-MIL5-FD1218,BAU-MIL5-FD1218,BAU-MIL5-FD1218
BAU-MIL5-FD1219,803503_1971,189961.5,9642550.22,117.72,2005,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1219,BAU-MIL5-FD1219,BAU-MIL5-FD1219,BAU-MIL5-FD1219
BAU-MIL5-FD1220,803503_1971,190161.82,9642549.91,115.6,2005,NONE,13.35,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1220,BAU-MIL5-FD1220,BAU-MIL5-FD1220,BAU-MIL5-FD1220
BAU-MIL5-FD1221,803503_1971,190362.21,9642549.58,113.68,2005,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1221,BAU-MIL5-FD1221,BAU-MIL5-FD1221,BAU-MIL5-FD1221
BAU-MIL5-FD1222,803503_1971,190567.25,9642550.08,113.37,2005,NONE,16.65,SAD69_23S,SURV,MIL5,MIL5,30_08_2005,30_08_2005,,MIL5-FD1222,BAU-MIL5-FD1222,BAU-MIL5-FD1222,BAU-MIL5-FD1222
BAU-MIL5-FD1223,803503_1971,190762.76,9642548.19,113.05,2005,NONE,14.2,SAD69_23S,SURV,MIL5,MIL5,31_08_2005,31_08_2005,,MIL5-FD1223,BAU-MIL5-FD1223,BAU-MIL5-FD1223,BAU-MIL5-FD1223
BAU-MIL5-FD1224,803503_1971,190962.44,9642547.48,113.49,2005,NONE,14.85,SAD69_23S,SURV,MIL5,MIL5,31_08_2005,31_08_2005,,MIL5-FD1224,BAU-MIL5-FD1224,BAU-MIL5-FD1224,BAU-MIL5-FD1224
BAU-MIL5-FD1225,803503_1971,191162.4,9642547.79,113.53,2005,NONE,13.2,SAD69_23S,SURV,MIL5,MIL5,31_08_2005,31_08_2005,,MIL5-FD1225,BAU-MIL5-FD1225,BAU-MIL5-FD1225,BAU-MIL5-FD1225
BAU-MIL5-FD1226,803503_1971,191361.67,9642547.48,112.42,2005,NONE,10.15,SAD69_23S,SURV,MIL5,MIL5,31_08_2005,31_08_2005,,MIL5-FD1226,BAU-MIL5-FD1226,BAU-MIL5-FD1226,BAU-MIL5-FD1226
BAU-MIL5-FD1227,803503_1971,191563.09,9642546.03,110.16,2005,NONE,8.2,SAD69_23S,SURV,MIL5,MIL5,01_09_2005,01_09_2005,,MIL5-FD1227,BAU-MIL5-FD1227,BAU-MIL5-FD1227,BAU-MIL5-FD1227
BAU-MIL5-FD1228,803503_1971,191761.15,9642547.21,109.07,2005,NONE,11.95,SAD69_23S,SURV,MIL5,MIL5,01_09_2005,01_09_2005,,MIL5-FD1228,BAU-MIL5-FD1228,BAU-MIL5-FD1228,BAU-MIL5-FD1228
BAU-MIL5-FD1229,803503_1971,191964.25,9642546.42,108.28,2005,NONE,11.75,SAD69_23S,SURV,MIL5,MIL5,01_09_2005,01_09_2005,,MIL5-FD1229,BAU-MIL5-FD1229,BAU-MIL5-FD1229,BAU-MIL5-FD1229
BAU-MIL5-FD1230,803503_1971,189364.08,9642751.13,121.65,2005,NONE,10.5,SAD69_23S,SURV,MIL5,MIL5,02_09_2005,02_09_2005,,MIL5-FD1230,BAU-MIL5-FD1230,BAU-MIL5-FD1230,BAU-MIL5-FD1230
BAU-MIL5-FD1231,803503_1971,189561.01,9642751.72,117.66,2005,NONE,13.5,SAD69_23S,SURV,MIL5,MIL5,02_09_2005,02_09_2005,,MIL5-FD1231,BAU-MIL5-FD1231,BAU-MIL5-FD1231,BAU-MIL5-FD1231
BAU-MIL5-FD1232,803503_1971,189763.89,9642751.04,117.77,2005,NONE,12.6,SAD69_23S,SURV,MIL5,MIL5,02_09_2005,02_09_2005,,MIL5-FD1232,BAU-MIL5-FD1232,BAU-MIL5-FD1232,BAU-MIL5-FD1232
BAU-MIL5-FD1233,803503_1971,189962.7,9642750.41,116.69,2005,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,02_09_2005,02_09_2005,,MIL5-FD1233,BAU-MIL5-FD1233,BAU-MIL5-FD1233,BAU-MIL5-FD1233
BAU-MIL5-FD1234,803503_1971,190162.55,9642751.92,115.39,2005,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,02_09_2005,02_09_2005,,MIL5-FD1234,BAU-MIL5-FD1234,BAU-MIL5-FD1234,BAU-MIL5-FD1234
BAU-MIL5-FD1235,803503_1971,190363.17,9642750.65,114.58,2005,NONE,15.35,SAD69_23S,SURV,MIL5,MIL5,03_09_2005,03_09_2005,,MIL5-FD1235,BAU-MIL5-FD1235,BAU-MIL5-FD1235,BAU-MIL5-FD1235
BAU-MIL5-FD1236,803503_1971,190563.31,9642751.25,112.76,2005,NONE,13.7,SAD69_23S,SURV,MIL5,MIL5,03_09_2005,03_09_2005,,MIL5-FD1236,BAU-MIL5-FD1236,BAU-MIL5-FD1236,BAU-MIL5-FD1236
BAU-MIL5-FD1237,803503_1971,190760.94,9642751.44,111.65,2005,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,03_09_2005,03_09_2005,,MIL5-FD1237,BAU-MIL5-FD1237,BAU-MIL5-FD1237,BAU-MIL5-FD1237
BAU-MIL5-FD1238,803503_1971,190964.81,9642751.48,112.12,2005,NONE,17.6,SAD69_23S,SURV,MIL5,MIL5,05_09_2005,05_09_2005,,MIL5-FD1238,BAU-MIL5-FD1238,BAU-MIL5-FD1238,BAU-MIL5-FD1238
BAU-MIL5-FD1239,803503_1971,191163.31,9642751.18,111.53,2005,NONE,16.0,SAD69_23S,SURV,MIL5,MIL5,05_09_2005,05_09_2005,,MIL5-FD1239,BAU-MIL5-FD1239,BAU-MIL5-FD1239,BAU-MIL5-FD1239
BAU-MIL5-FD1240,803503_1971,191361.56,9642752.34,111.2,2005,NONE,11.5,SAD69_23S,SURV,MIL5,MIL5,05_09_2005,05_09_2005,,MIL5-FD1240,BAU-MIL5-FD1240,BAU-MIL5-FD1240,BAU-MIL5-FD1240
BAU-MIL5-FD1241,803503_1971,191563.31,9642751.11,110.78,2005,NONE,12.15,SAD69_23S,SURV,MIL5,MIL5,05_09_2005,05_09_2005,,MIL5-FD1241,BAU-MIL5-FD1241,BAU-MIL5-FD1241,BAU-MIL5-FD1241
BAU-MIL5-FD1242,803503_1971,191769.73,9642751.23,109.96,2005,NONE,11.75,SAD69_23S,SURV,MIL5,MIL5,06_09_2005,06_09_2005,,MIL5-FD1242,BAU-MIL5-FD1242,BAU-MIL5-FD1242,BAU-MIL5-FD1242
BAU-MIL5-FD1243,803503_1971,191963.35,9642750.8,106.2,2005,NONE,12.5,SAD69_23S,SURV,MIL5,MIL5,06_09_2005,06_09_2005,,MIL5-FD1243,BAU-MIL5-FD1243,BAU-MIL5-FD1243,BAU-MIL5-FD1243
BAU-MIL5-FD1244,803503_1971,192163.81,9642751.44,100.38,2005,NONE,6.95,SAD69_23S,SURV,MIL5,MIL5,06_09_2005,06_09_2005,,MIL5-FD1244,BAU-MIL5-FD1244,BAU-MIL5-FD1244,BAU-MIL5-FD1244
BAU-MIL5-FD1247,803503_1971,189361.31,9642947.92,116.47,2005,NONE,11.25,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1247,BAU-MIL5-FD1247,BAU-MIL5-FD1247,BAU-MIL5-FD1247
BAU-MIL5-FD1248,803503_1971,189560.15,9642948.2,112.24,2005,NONE,8.5,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1248,BAU-MIL5-FD1248,BAU-MIL5-FD1248,BAU-MIL5-FD1248
BAU-MIL5-FD1249,803503_1971,189762.54,9642946.77,113.36,2005,NONE,11.75,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1249,BAU-MIL5-FD1249,BAU-MIL5-FD1249,BAU-MIL5-FD1249
BAU-MIL5-FD1250,803503_1971,189963.47,9642946.14,114.15,2005,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1250,BAU-MIL5-FD1250,BAU-MIL5-FD1250,BAU-MIL5-FD1250
BAU-MIL5-FD1251,803503_1971,190163.3,9642946.01,111.95,2005,NONE,11.4,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1251,BAU-MIL5-FD1251,BAU-MIL5-FD1251,BAU-MIL5-FD1251
BAU-MIL5-FD1252,803503_1971,190367.17,9642945.65,112.13,2005,NONE,11.45,SAD69_23S,SURV,MIL5,MIL5,09_09_2005,09_09_2005,,MIL5-FD1252,BAU-MIL5-FD1252,BAU-MIL5-FD1252,BAU-MIL5-FD1252
BAU-MIL5-FD1253,803503_1971,190566.1,9642945.19,112.25,2005,NONE,12.6,SAD69_23S,SURV,MIL5,MIL5,09_09_2005,09_09_2005,,MIL5-FD1253,BAU-MIL5-FD1253,BAU-MIL5-FD1253,BAU-MIL5-FD1253
BAU-MIL5-FD1254,803503_1971,190768.13,9642946.11,106.61,2005,NONE,11.15,SAD69_23S,SURV,MIL5,MIL5,08_09_2005,08_09_2005,,MIL5-FD1254,BAU-MIL5-FD1254,BAU-MIL5-FD1254,BAU-MIL5-FD1254
BAU-MIL5-FD1255,803503_1971,190965.72,9642944.53,105.99,2005,NONE,12.55,SAD69_23S,SURV,MIL5,MIL5,08_09_2005,08_09_2005,,MIL5-FD1255,BAU-MIL5-FD1255,BAU-MIL5-FD1255,BAU-MIL5-FD1255
BAU-MIL5-FD1256,803503_1971,191166.41,9642944.04,105.99,2005,NONE,12.5,SAD69_23S,SURV,MIL5,MIL5,08_09_2005,08_09_2005,,MIL5-FD1256,BAU-MIL5-FD1256,BAU-MIL5-FD1256,BAU-MIL5-FD1256
BAU-MIL5-FD1257,803503_1971,191366.59,9642943.28,102.54,2005,NONE,8.2,SAD69_23S,SURV,MIL5,MIL5,08_09_2005,08_09_2005,,MIL5-FD1257,BAU-MIL5-FD1257,BAU-MIL5-FD1257,BAU-MIL5-FD1257
BAU-MIL5-FD1258,803503_1971,191567.52,9642941.51,105.71,2005,NONE,12.85,SAD69_23S,SURV,MIL5,MIL5,07_09_2005,07_09_2005,,MIL5-FD1258,BAU-MIL5-FD1258,BAU-MIL5-FD1258,BAU-MIL5-FD1258
BAU-MIL5-FD1259,803503_1971,191767.53,9642942.26,104.91,2005,NONE,12.85,SAD69_23S,SURV,MIL5,MIL5,07_09_2005,07_09_2005,,MIL5-FD1259,BAU-MIL5-FD1259,BAU-MIL5-FD1259,BAU-MIL5-FD1259
BAU-MIL5-FD1260,803503_1971,191969.71,9642942.36,102.04,2005,NONE,10.25,SAD69_23S,SURV,MIL5,MIL5,07_09_2005,07_09_2005,,MIL5-FD1260,BAU-MIL5-FD1260,BAU-MIL5-FD1260,BAU-MIL5-FD1260
BAU-MIL5-FD1261,803503_1971,192167.03,9642942.27,95.78,2005,NONE,6.45,SAD69_23S,SURV,MIL5,MIL5,07_09_2005,07_09_2005,,MIL5-FD1261,BAU-MIL5-FD1261,BAU-MIL5-FD1261,BAU-MIL5-FD1261
BAU-MIL5-FD1262,803503_1971,189364.01,9643147.05,109.4,2005,NONE,6.25,SAD69_23S,SURV,MIL5,MIL5,10_09_2005,10_09_2005,,MIL5-FD1262,BAU-MIL5-FD1262,BAU-MIL5-FD1262,BAU-MIL5-FD1262
BAU-MIL5-FD1263,803503_1971,189564.01,9643146.71,107.99,2005,NONE,6.5,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1263,BAU-MIL5-FD1263,BAU-MIL5-FD1263,BAU-MIL5-FD1263
BAU-MIL5-FD1264,803503_1971,189764.95,9643146.24,108.61,2005,NONE,7.75,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1264,BAU-MIL5-FD1264,BAU-MIL5-FD1264,BAU-MIL5-FD1264
BAU-MIL5-FD1265,803503_1971,189963.27,9643146.47,111.44,2005,NONE,10.85,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1265,BAU-MIL5-FD1265,BAU-MIL5-FD1265,BAU-MIL5-FD1265
BAU-MIL5-FD1266,803503_1971,190163.52,9643145.96,108.03,2005,NONE,7.1,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1266,BAU-MIL5-FD1266,BAU-MIL5-FD1266,BAU-MIL5-FD1266
BAU-MIL5-FD1267,803503_1971,190362.98,9643145.62,105.61,2005,NONE,6.3,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1267,BAU-MIL5-FD1267,BAU-MIL5-FD1267,BAU-MIL5-FD1267
BAU-MIL5-FD1268,803503_1971,190562.92,9643145.27,108.63,2005,NONE,10.0,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1268,BAU-MIL5-FD1268,BAU-MIL5-FD1268,BAU-MIL5-FD1268
BAU-MIL5-FD1269,803503_1971,190764.13,9643145.11,107.64,2005,NONE,13.0,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1269,BAU-MIL5-FD1269,BAU-MIL5-FD1269,BAU-MIL5-FD1269
BAU-MIL5-FD1270,803503_1971,190963.19,9643144.09,102.79,2005,NONE,10.4,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1270,BAU-MIL5-FD1270,BAU-MIL5-FD1270,BAU-MIL5-FD1270
BAU-MIL5-FD1271,803503_1971,189163.13,9643147.13,112.08,2005,NONE,6.35,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1271,BAU-MIL5-FD1271,BAU-MIL5-FD1271,BAU-MIL5-FD1271
BAU-MIL5-FD1272,803503_1971,189163.4,9643347.72,108.23,2005,NONE,3.9,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1272,BAU-MIL5-FD1272,BAU-MIL5-FD1272,BAU-MIL5-FD1272
BAU-MIL5-FD1273,803503_1971,189363.73,9643347.2,107.07,2005,NONE,3.8,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1273,BAU-MIL5-FD1273,BAU-MIL5-FD1273,BAU-MIL5-FD1273
BAU-MIL5-FD1274,803503_1971,189577.73,9643346.9,102.54,2005,NONE,3.9,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1274,BAU-MIL5-FD1274,BAU-MIL5-FD1274,BAU-MIL5-FD1274
BAU-MIL5-FD1275,803503_1971,189767.07,9643346.96,102.58,2005,NONE,5.2,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1275,BAU-MIL5-FD1275,BAU-MIL5-FD1275,BAU-MIL5-FD1275
BAU-MIL5-FD1276,803503_1971,189963.23,9643346.84,104.97,2005,NONE,6.4,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1276,BAU-MIL5-FD1276,BAU-MIL5-FD1276,BAU-MIL5-FD1276
BAU-MIL5-FD1277,803503_1971,190166.17,9643347.73,105.2,2005,NONE,6.6,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1277,BAU-MIL5-FD1277,BAU-MIL5-FD1277,BAU-MIL5-FD1277
BAU-MIL5-FD1278,803503_1971,190367.84,9643346.07,102.5,2005,NONE,5.2,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1278,BAU-MIL5-FD1278,BAU-MIL5-FD1278,BAU-MIL5-FD1278
BAU-MIL5-FD1279,803503_1971,190561.34,9643343.28,101.17,2005,NONE,5.05,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1279,BAU-MIL5-FD1279,BAU-MIL5-FD1279,BAU-MIL5-FD1279
BAU-MIL5-FD1280,803503_1971,190769.74,9643342.81,106.24,2005,NONE,11.6,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1280,BAU-MIL5-FD1280,BAU-MIL5-FD1280,BAU-MIL5-FD1280
BAU-MIL5-FD1281,803503_1971,190961.39,9643341.88,107.91,2005,NONE,13.95,SAD69_23S,SURV,MIL5,MIL5,14_09_2005,14_09_2005,,MIL5-FD1281,BAU-MIL5-FD1281,BAU-MIL5-FD1281,BAU-MIL5-FD1281
BAU-MIL5-FD1282,803503_1971,191168.85,9643344.21,105.25,2005,NONE,11.85,SAD69_23S,SURV,MIL5,MIL5,14_09_2005,14_09_2005,,MIL5-FD1282,BAU-MIL5-FD1282,BAU-MIL5-FD1282,BAU-MIL5-FD1282
BAU-MIL5-FD1283,803503_1971,191365.59,9642354.21,107.33,2005,NONE,7.0,SAD69_23S,SURV,MIL5,MIL5,13_09_2005,13_09_2005,,MIL5-FD1283,BAU-MIL5-FD1283,BAU-MIL5-FD1283,BAU-MIL5-FD1283
BAU-MIL5-FD1284,803503_1971,189169.07,9642754.64,121.35,2005,NONE,9.0,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1284,BAU-MIL5-FD1284,BAU-MIL5-FD1284,BAU-MIL5-FD1284
BAU-MIL5-FD1285,803503_1971,189167.58,9642945.44,117.8,2005,NONE,9.3,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1285,BAU-MIL5-FD1285,BAU-MIL5-FD1285,BAU-MIL5-FD1285
BAU-MIL5-FD1286,803503_1971,189167.17,9642552.13,124.53,2005,NONE,8.7,SAD69_23S,SURV,MIL5,MIL5,12_09_2005,12_09_2005,,MIL5-FD1286,BAU-MIL5-FD1286,BAU-MIL5-FD1286,BAU-MIL5-FD1286
BAU-MIL5-FD1287,803503_1971,190768.74,9643542.48,103.78,2005,NONE,9.8,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1287,BAU-MIL5-FD1287,BAU-MIL5-FD1287,BAU-MIL5-FD1287
BAU-MIL5-FD1288,803503_1971,190968.19,9643545.72,108.31,2005,NONE,13.8,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1288,BAU-MIL5-FD1288,BAU-MIL5-FD1288,BAU-MIL5-FD1288
BAU-MIL5-FD1289,803503_1971,191165.79,9643545.25,108.19,2005,NONE,12.0,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1289,BAU-MIL5-FD1289,BAU-MIL5-FD1289,BAU-MIL5-FD1289
BAU-MIL5-FD1290,803503_1971,190761.33,9643745.17,97.28,2005,NONE,5.05,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1290,BAU-MIL5-FD1290,BAU-MIL5-FD1290,BAU-MIL5-FD1290
BAU-MIL5-FD1291,803503_1971,190966.8,9643744.25,104.53,2005,NONE,8.25,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1291,BAU-MIL5-FD1291,BAU-MIL5-FD1291,BAU-MIL5-FD1291
BAU-MIL5-FD1292,803503_1971,191163.94,9643742.39,108.63,2005,NONE,12.7,SAD69_23S,SURV,MIL5,MIL5,28_09_2005,28_09_2005,,MIL5-FD1292,BAU-MIL5-FD1292,BAU-MIL5-FD1292,BAU-MIL5-FD1292
BAU-MIL5-FD1344,803503_1971,189261.83,9642448.46,127.25,2005,NONE,11.45,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1344,BAU-MIL5-FD1344,BAU-MIL5-FD1344,BAU-MIL5-FD1344
BAU-MIL5-FD1345,803503_1971,189462.34,9642448.12,125.73,2005,NONE,12.0,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1345,BAU-MIL5-FD1345,BAU-MIL5-FD1345,BAU-MIL5-FD1345
BAU-MIL5-FD1346,803503_1971,189663.82,9642447.78,122.27,2005,NONE,13.7,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1346,BAU-MIL5-FD1346,BAU-MIL5-FD1346,BAU-MIL5-FD1346
BAU-MIL5-FD1347,803503_1971,189864.33,9642447.74,118.97,2005,NONE,13.1,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1347,BAU-MIL5-FD1347,BAU-MIL5-FD1347,BAU-MIL5-FD1347
BAU-MIL5-FD1348,803503_1971,190062.8,9642447.1,114.59,2005,NONE,13.6,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1348,BAU-MIL5-FD1348,BAU-MIL5-FD1348,BAU-MIL5-FD1348
BAU-MIL5-FD1349,803503_1971,190262.23,9642446.56,112.76,2005,NONE,11.65,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1349,BAU-MIL5-FD1349,BAU-MIL5-FD1349,BAU-MIL5-FD1349
BAU-MIL5-FD1350,803503_1971,190462.16,9642445.82,112.95,2005,NONE,12.25,SAD69_23S,SURV,MIL5,MIL5,15_10_2005,15_10_2005,,MIL5-FD1350,BAU-MIL5-FD1350,BAU-MIL5-FD1350,BAU-MIL5-FD1350
BAU-MIL5-FD1351,803503_1971,190662.28,9642446.07,114.05,2005,NONE,14.15,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1351,BAU-MIL5-FD1351,BAU-MIL5-FD1351,BAU-MIL5-FD1351
BAU-MIL5-FD1352,803503_1971,190862.17,9642445.52,114.59,2005,NONE,12.9,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1352,BAU-MIL5-FD1352,BAU-MIL5-FD1352,BAU-MIL5-FD1352
BAU-MIL5-FD1353,803503_1971,191061.77,9642445.38,114.59,2005,NONE,10.75,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1353,BAU-MIL5-FD1353,BAU-MIL5-FD1353,BAU-MIL5-FD1353
BAU-MIL5-FD1354,803503_1971,191262.37,9642445.04,113.12,2005,NONE,10.15,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1354,BAU-MIL5-FD1354,BAU-MIL5-FD1354,BAU-MIL5-FD1354
BAU-MIL5-FD1355,803503_1971,191462.35,9642444.49,109.29,2005,NONE,12.1,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1355,BAU-MIL5-FD1355,BAU-MIL5-FD1355,BAU-MIL5-FD1355
BAU-MIL5-FD1356,803503_1971,191662.38,9642444.95,105.98,2005,NONE,7.35,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1356,BAU-MIL5-FD1356,BAU-MIL5-FD1356,BAU-MIL5-FD1356
BAU-MIL5-FD1357,803503_1971,191862.09,9642444.81,106.62,2005,NONE,9.25,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1357,BAU-MIL5-FD1357,BAU-MIL5-FD1357,BAU-MIL5-FD1357
BAU-MIL5-FD1358,803503_1971,192060.49,9642443.65,107.34,2005,NONE,12.15,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1358,BAU-MIL5-FD1358,BAU-MIL5-FD1358,BAU-MIL5-FD1358
BAU-MIL5-FD1359,803503_1971,189261.86,9642649.83,124.14,2005,NONE,9.75,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1359,BAU-MIL5-FD1359,BAU-MIL5-FD1359,BAU-MIL5-FD1359
BAU-MIL5-FD1360,803503_1971,189462.02,9642649.78,121.72,2005,NONE,12.9,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1360,BAU-MIL5-FD1360,BAU-MIL5-FD1360,BAU-MIL5-FD1360
BAU-MIL5-FD1361,803503_1971,189664.83,9642649.43,120.44,2005,NONE,15.0,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1361,BAU-MIL5-FD1361,BAU-MIL5-FD1361,BAU-MIL5-FD1361
BAU-MIL5-FD1362,803503_1971,189862.41,9642649.78,118.75,2005,NONE,15.35,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1362,BAU-MIL5-FD1362,BAU-MIL5-FD1362,BAU-MIL5-FD1362
BAU-MIL5-FD1363,803503_1971,190063.55,9642650.32,116.7,2005,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,17_10_2005,17_10_2005,,MIL5-FD1363,BAU-MIL5-FD1363,BAU-MIL5-FD1363,BAU-MIL5-FD1363
BAU-MIL5-FD1364,803503_1971,190262.33,9642649.88,115.4,2005,NONE,15.1,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1364,BAU-MIL5-FD1364,BAU-MIL5-FD1364,BAU-MIL5-FD1364
BAU-MIL5-FD1365,803503_1971,190462.89,9642648.49,114.73,2005,NONE,15.05,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1365,BAU-MIL5-FD1365,BAU-MIL5-FD1365,BAU-MIL5-FD1365
BAU-MIL5-FD1366,803503_1971,190662.21,9642650.0,113.3,2005,NONE,13.95,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1366,BAU-MIL5-FD1366,BAU-MIL5-FD1366,BAU-MIL5-FD1366
BAU-MIL5-FD1367,803503_1971,190862.27,9642650.06,113.08,2005,NONE,14.15,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1367,BAU-MIL5-FD1367,BAU-MIL5-FD1367,BAU-MIL5-FD1367
BAU-MIL5-FD1368,803503_1971,191062.34,9642650.32,113.29,2005,NONE,13.9,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1368,BAU-MIL5-FD1368,BAU-MIL5-FD1368,BAU-MIL5-FD1368
BAU-MIL5-FD1369,803503_1971,191262.88,9642650.07,113.13,2005,NONE,14.1,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1369,BAU-MIL5-FD1369,BAU-MIL5-FD1369,BAU-MIL5-FD1369
BAU-MIL5-FD1370,803503_1971,191460.97,9642650.23,112.4,2005,NONE,11.45,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1370,BAU-MIL5-FD1370,BAU-MIL5-FD1370,BAU-MIL5-FD1370
BAU-MIL5-FD1371,803503_1971,191661.88,9642650.87,112.18,2005,NONE,11.95,SAD69_23S,SURV,MIL5,MIL5,18_10_2005,18_10_2005,,MIL5-FD1371,BAU-MIL5-FD1371,BAU-MIL5-FD1371,BAU-MIL5-FD1371
