BHID,DM,XCOLLAR,YCOLLAR,ZCOLLAR,YEAR,ZCONVERS,DEPTH,DATUMZON,SURVMETH,PROSPECT,SELMOD,STARTDATE,ENDDATE,COMMENTS,BHIDNICK,CHKLITHO,CHKASSAY,CHKSURVE
BAU-MIL5-FD0158,803503_1971,182571.49,9642353.63,125.25,2004,NONE,14.9,SAD69_23S,SURV,MIL5,MIL5,24_06_2004,24_06_2004,,MIL5-FD0158,BAU-MIL5-FD0158,BAU-MIL5-FD0158,BAU-MIL5-FD0158
BAU-MIL5-FD0159,803503_1971,183370.29,9642353.65,128.19,2004,NONE,14.85,SAD69_23S,SURV,MIL5,MIL5,24_06_2004,24_06_2004,,MIL5-FD0159,BAU-MIL5-FD0159,BAU-MIL5-FD0159,BAU-MIL5-FD0159
BAU-MIL5-FD0160,803503_1971,184169.94,9642351.59,129.54,2004,NONE,14.85,SAD69_23S,SURV,MIL5,MIL5,24_06_2004,24_06_2004,,MIL5-FD0160,BAU-MIL5-FD0160,BAU-MIL5-FD0160,BAU-MIL5-FD0160
BAU-MIL5-FD0161,803503_1971,184957.32,9642352.09,131.53,2004,NONE,14.1,SAD69_23S,SURV,MIL5,MIL5,24_06_2004,24_06_2004,,MIL5-FD0161,BAU-MIL5-FD0161,BAU-MIL5-FD0161,BAU-MIL5-FD0161
BAU-MIL5-FD0162,803503_1971,186558.62,9642350.59,130.06,2004,NONE,17.65,SAD69_23S,SURV,MIL5,MIL5,22_06_2004,22_06_2004,,MIL5-FD0162,BAU-MIL5-FD0162,BAU-MIL5-FD0162,BAU-MIL5-FD0162
BAU-MIL5-FD0163,803503_1971,187358.8,9642351.01,128.93,2004,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,22_06_2004,22_06_2004,,MIL5-FD0163,BAU-MIL5-FD0163,BAU-MIL5-FD0163,BAU-MIL5-FD0163
BAU-MIL5-FD0164,803503_1971,188161.88,9642351.27,115.09,2004,NONE,3.4,SAD69_23S,SURV,MIL5,MIL5,23_06_2004,23_06_2004,,MIL5-FD0164,BAU-MIL5-FD0164,BAU-MIL5-FD0164,BAU-MIL5-FD0164
BAU-MIL5-FD0167,803503_1971,182556.05,9643152.71,123.51,2004,NONE,15.9,SAD69_23S,SURV,MIL5,MIL5,25_06_2004,25_06_2004,,MIL5-FD0167,BAU-MIL5-FD0167,BAU-MIL5-FD0167,BAU-MIL5-FD0167
BAU-MIL5-FD0168,803503_1971,183358.17,9643151.79,122.76,2004,NONE,16.55,SAD69_23S,SURV,MIL5,MIL5,25_06_2004,25_06_2004,,MIL5-FD0168,BAU-MIL5-FD0168,BAU-MIL5-FD0168,BAU-MIL5-FD0168
BAU-MIL5-FD0169,803503_1971,184154.23,9643151.68,126.42,2004,NONE,13.1,SAD69_23S,SURV,MIL5,MIL5,27_06_2004,27_06_2004,,MIL5-FD0169,BAU-MIL5-FD0169,BAU-MIL5-FD0169,BAU-MIL5-FD0169
BAU-MIL5-FD0170,803503_1971,184958.79,9643150.86,132.83,2004,NONE,15.05,SAD69_23S,SURV,MIL5,MIL5,27_06_2004,27_06_2004,,MIL5-FD0170,BAU-MIL5-FD0170,BAU-MIL5-FD0170,BAU-MIL5-FD0170
BAU-MIL5-FD0171,803503_1971,182561.84,9640749.77,123.05,2004,NONE,12.1,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0171,BAU-MIL5-FD0171,BAU-MIL5-FD0171,BAU-MIL5-FD0171
BAU-MIL5-FD0172,803503_1971,183362.01,9640750.3,126.12,2004,NONE,13.6,SAD69_23S,SURV,MIL5,MIL5,05_07_2004,05_07_2004,,MIL5-FD0172,BAU-MIL5-FD0172,BAU-MIL5-FD0172,BAU-MIL5-FD0172
BAU-MIL5-FD0173,803503_1971,184160.78,9640750.28,129.01,2004,NONE,15.15,SAD69_23S,SURV,MIL5,MIL5,05_07_2004,05_07_2004,,MIL5-FD0173,BAU-MIL5-FD0173,BAU-MIL5-FD0173,BAU-MIL5-FD0173
BAU-MIL5-FD0177,803503_1971,181763.31,9641548.23,127.13,2004,NONE,11.25,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0177,BAU-MIL5-FD0177,BAU-MIL5-FD0177,BAU-MIL5-FD0177
BAU-MIL5-FD0178,803503_1971,182563.54,9641548.75,122.46,2004,NONE,13.5,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0178,BAU-MIL5-FD0178,BAU-MIL5-FD0178,BAU-MIL5-FD0178
BAU-MIL5-FD0179,803503_1971,183363.44,9641549.73,128.4,2004,NONE,12.4,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0179,BAU-MIL5-FD0179,BAU-MIL5-FD0179,BAU-MIL5-FD0179
BAU-MIL5-FD0180,803503_1971,188167.67,9637150.64,128.82,2004,NONE,4.95,SAD69_23S,SURV,MIL5,MIL5,28_06_2004,28_06_2004,,MIL5-FD0180,BAU-MIL5-FD0180,BAU-MIL5-FD0180,BAU-MIL5-FD0180
BAU-MIL5-FD0181,803503_1971,188560.04,9637151.26,139.52,2004,NONE,13.05,SAD69_23S,SURV,MIL5,MIL5,28_06_2004,28_06_2004,,MIL5-FD0181,BAU-MIL5-FD0181,BAU-MIL5-FD0181,BAU-MIL5-FD0181
BAU-MIL5-FD0182,803503_1971,188952.15,9637150.66,138.82,2004,NONE,15.1,SAD69_23S,SURV,MIL5,MIL5,28_06_2004,28_06_2004,,MIL5-FD0182,BAU-MIL5-FD0182,BAU-MIL5-FD0182,BAU-MIL5-FD0182
BAU-MIL5-FD0183,803503_1971,189359.18,9637150.45,136.24,2004,NONE,16.3,SAD69_23S,SURV,MIL5,MIL5,28_06_2004,28_06_2004,,MIL5-FD0183,BAU-MIL5-FD0183,BAU-MIL5-FD0183,BAU-MIL5-FD0183
BAU-MIL5-FD0184,803503_1971,189761.96,9637150.21,131.99,2004,NONE,11.8,SAD69_23S,SURV,MIL5,MIL5,26_07_2004,26_07_2004,,MIL5-FD0184,BAU-MIL5-FD0184,BAU-MIL5-FD0184,BAU-MIL5-FD0184
BAU-MIL5-FD0185,803503_1971,190155.74,9637150.74,129.04,2004,NONE,10.2,SAD69_23S,SURV,MIL5,MIL5,29_06_2004,29_06_2004,,MIL5-FD0185,BAU-MIL5-FD0185,BAU-MIL5-FD0185,BAU-MIL5-FD0185
BAU-MIL5-FD0187,803503_1971,188163.28,9637552.08,120.98,2004,NONE,4.4,SAD69_23S,SURV,MIL5,MIL5,30_06_2004,30_06_2004,,MIL5-FD0187,BAU-MIL5-FD0187,BAU-MIL5-FD0187,BAU-MIL5-FD0187
BAU-MIL5-FD0188,803503_1971,188561.56,9637551.52,134.58,2004,NONE,13.45,SAD69_23S,SURV,MIL5,MIL5,30_06_2004,30_06_2004,,MIL5-FD0188,BAU-MIL5-FD0188,BAU-MIL5-FD0188,BAU-MIL5-FD0188
BAU-MIL5-FD0189,803503_1971,188961.71,9637551.88,134.68,2004,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,30_06_2004,30_06_2004,,MIL5-FD0189,BAU-MIL5-FD0189,BAU-MIL5-FD0189,BAU-MIL5-FD0189
BAU-MIL5-FD0190,803503_1971,189361.04,9637551.81,131.45,2004,NONE,12.95,SAD69_23S,SURV,MIL5,MIL5,30_06_2004,30_06_2004,,MIL5-FD0190,BAU-MIL5-FD0190,BAU-MIL5-FD0190,BAU-MIL5-FD0190
BAU-MIL5-FD0191,803503_1971,189764.8,9637551.12,132.77,2004,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,29_06_2004,29_06_2004,,MIL5-FD0191,BAU-MIL5-FD0191,BAU-MIL5-FD0191,BAU-MIL5-FD0191
BAU-MIL5-FD0192,803503_1971,190160.58,9637551.44,124.36,2004,NONE,8.15,SAD69_23S,SURV,MIL5,MIL5,29_06_2004,29_06_2004,,MIL5-FD0192,BAU-MIL5-FD0192,BAU-MIL5-FD0192,BAU-MIL5-FD0192
BAU-MIL5-FD0193,803503_1971,188567.39,9637950.36,130.49,2004,NONE,13.25,SAD69_23S,SURV,MIL5,MIL5,01_07_2004,01_07_2004,,MIL5-FD0193,BAU-MIL5-FD0193,BAU-MIL5-FD0193,BAU-MIL5-FD0193
BAU-MIL5-FD0194,803503_1971,188963.17,9637951.03,130.75,2004,NONE,14.95,SAD69_23S,SURV,MIL5,MIL5,01_07_2004,01_07_2004,,MIL5-FD0194,BAU-MIL5-FD0194,BAU-MIL5-FD0194,BAU-MIL5-FD0194
BAU-MIL5-FD0195,803503_1971,189370.43,9637952.05,122.86,2004,NONE,8.5,SAD69_23S,SURV,MIL5,MIL5,01_07_2004,01_07_2004,,MIL5-FD0195,BAU-MIL5-FD0195,BAU-MIL5-FD0195,BAU-MIL5-FD0195
BAU-MIL5-FD0196,803503_1971,189771.58,9637950.58,129.3,2004,NONE,13.7,SAD69_23S,SURV,MIL5,MIL5,01_07_2004,01_07_2004,,MIL5-FD0196,BAU-MIL5-FD0196,BAU-MIL5-FD0196,BAU-MIL5-FD0196
BAU-MIL5-FD0197,803503_1971,190163.39,9637950.93,126.73,2004,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,01_07_2004,01_07_2004,,MIL5-FD0197,BAU-MIL5-FD0197,BAU-MIL5-FD0197,BAU-MIL5-FD0197
BAU-MIL5-FD0199,803503_1971,188956.96,9638342.37,128.657,2004,NONE,10.65,SAD69_23S,SURV,MIL5,MIL5,02_07_2004,02_07_2004,,MIL5-FD0199,BAU-MIL5-FD0199,BAU-MIL5-FD0199,BAU-MIL5-FD0199
BAU-MIL5-FD0200,803503_1971,184565.09,9635550.72,142.15,2004,NONE,15.9,SAD69_23S,SURV,MIL5,MIL5,05_07_2004,05_07_2004,,MIL5-FD0200,BAU-MIL5-FD0200,BAU-MIL5-FD0200,BAU-MIL5-FD0200
BAU-MIL5-FD0201,803503_1971,184966.15,9635551.38,142.52,2004,NONE,17.25,SAD69_23S,SURV,MIL5,MIL5,05_07_2004,05_07_2004,,MIL5-FD0201,BAU-MIL5-FD0201,BAU-MIL5-FD0201,BAU-MIL5-FD0201
BAU-MIL5-FD0202,803503_1971,185357.26,9635550.76,143.41,2004,NONE,15.25,SAD69_23S,SURV,MIL5,MIL5,05_07_2004,05_07_2004,,MIL5-FD0202,BAU-MIL5-FD0202,BAU-MIL5-FD0202,BAU-MIL5-FD0202
BAU-MIL5-FD0203,803503_1971,183361.96,9634751.1,125.2,2004,NONE,4.4,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0203,BAU-MIL5-FD0203,BAU-MIL5-FD0203,BAU-MIL5-FD0203
BAU-MIL5-FD0204,803503_1971,183759.63,9634751.07,136.85,2004,NONE,13.95,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0204,BAU-MIL5-FD0204,BAU-MIL5-FD0204,BAU-MIL5-FD0204
BAU-MIL5-FD0205,803503_1971,184163.49,9634751.38,141.15,2004,NONE,14.65,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0205,BAU-MIL5-FD0205,BAU-MIL5-FD0205,BAU-MIL5-FD0205
BAU-MIL5-FD0206,803503_1971,184557.11,9634751.69,143.32,2004,NONE,14.5,SAD69_23S,SURV,MIL5,MIL5,06_07_2004,06_07_2004,,MIL5-FD0206,BAU-MIL5-FD0206,BAU-MIL5-FD0206,BAU-MIL5-FD0206
BAU-MIL5-FD0207,803503_1971,184960.82,9634751.49,145.06,2004,NONE,15.2,SAD69_23S,SURV,MIL5,MIL5,07_07_2004,07_07_2004,,MIL5-FD0207,BAU-MIL5-FD0207,BAU-MIL5-FD0207,BAU-MIL5-FD0207
BAU-MIL5-FD0208,803503_1971,185361.57,9634751.3,146.23,2004,NONE,11.9,SAD69_23S,SURV,MIL5,MIL5,07_07_2004,07_07_2004,,MIL5-FD0208,BAU-MIL5-FD0208,BAU-MIL5-FD0208,BAU-MIL5-FD0208
BAU-MIL5-FD0209,803503_1971,185762.11,9634750.46,147.46,2004,NONE,15.35,SAD69_23S,SURV,MIL5,MIL5,07_07_2004,07_07_2004,,MIL5-FD0209,BAU-MIL5-FD0209,BAU-MIL5-FD0209,BAU-MIL5-FD0209
BAU-MIL5-FD0210,803503_1971,186160.75,9634750.58,146.59,2004,NONE,14.6,SAD69_23S,SURV,MIL5,MIL5,07_07_2004,07_07_2004,,MIL5-FD0210,BAU-MIL5-FD0210,BAU-MIL5-FD0210,BAU-MIL5-FD0210
BAU-MIL5-FD0211,803503_1971,186558.7,9634751.09,144.79,2004,NONE,16.85,SAD69_23S,SURV,MIL5,MIL5,07_07_2004,07_07_2004,,MIL5-FD0211,BAU-MIL5-FD0211,BAU-MIL5-FD0211,BAU-MIL5-FD0211
